,frequence,amplitude
295,拓姆刀能治愈癌症吗,http://ask.globecancer.com/q-395.html
296,国际上最好的拓姆刀医院求推荐？,http://ask.globecancer.com/q-398.html
297,网上把拓姆刀说的这么神奇，求教实际效果,http://ask.globecancer.com/q-396.html
298,靶向治疗需要持续多长时间,http://ask.globecancer.com/q-1454.html
299,基因检测阴性可以接受靶向治疗吗,http://ask.globecancer.com/q-1453.html
300,基因检测有突变就一定有药可用吗,http://ask.globecancer.com/q-1452.html
301,接受靶向治疗之前一定都要做基因检测吗,http://ask.globecancer.com/q-1451.html
302,2020肺癌靶向治疗最新进展盘点/肺癌相关靶点/肺癌靶点对应药物/EGFR靶向治疗/ALK的靶向药/,http://ask.globecancer.com/article-15639.html
303,扩散！免费基因检测机会来了！面向全国患者招募两类癌症患者！,http://ask.globecancer.com/article-15589.html
304,家人肺癌，两年前手术做的基因检测，现在需要重新做一次吗？,http://ask.globecancer.com/q-411.html
305,肺癌患者抽血做基因检测准确吗？,http://ask.globecancer.com/q-410.html
306,家人肺癌基因检测是阴性，有可能检测错误吗,http://ask.globecancer.com/q-409.html
307,美国最好的肺癌基因检测是哪家,http://ask.globecancer.com/q-408.html
308,怎样选择靠谱的基因检测机构呢,http://ask.globecancer.com/q-407.html
309,肺癌全基因检测是不是检测靶点越多越好,http://ask.globecancer.com/q-406.html
310,癌症患者需要做肺癌全基因检测吗,http://ask.globecancer.com/q-405.html
311,肺癌基因检测一般需要多少钱,http://ask.globecancer.com/q-404.html
312,刚刚！小细胞肺癌国内首款免疫疗法阿替利珠单抗上市！小细胞肺癌药物阿替利珠单抗说明书/小细胞肺癌药物阿,http://ask.globecancer.com/article-15638.html
313,刚刚！小细胞肺癌国内首款免疫疗法阿替利珠单抗上市！,http://ask.globecancer.com/article-15622.html
314,生物细胞免疫疗法治晚期肺癌大概需要多少钱,http://ask.globecancer.com/q-164.html
315,美国批准免疫细胞治疗肺癌了吗？,http://ask.globecancer.com/q-423.html
316,自体免疫细胞治疗肺癌的原理是什么啊？,http://ask.globecancer.com/q-422.html
317,肺癌患者免疫细胞到底可以用吗？有用过的病友吗？,http://ask.globecancer.com/q-421.html
318,肺癌患者免疫细胞为什么不杀死癌细胞呢,http://ask.globecancer.com/q-420.html
319,NK细胞治疗肺癌是用自体细胞还是异体细胞好？,http://ask.globecancer.com/q-419.html
320,医生说可以用免疫细胞配合化疗治疗肺癌，有用吗,http://ask.globecancer.com/q-418.html
321,肺癌免疫细胞治疗的有效率高吗？,http://ask.globecancer.com/q-417.html
322,网上查了免疫细胞治疗有nk细胞，dc细胞，t细胞，哪个对肺癌更好一些？,http://ask.globecancer.com/q-416.html
323,免疫细胞治疗肺癌对患者有副作用吗,http://ask.globecancer.com/q-415.html
324,日本免疫细胞治疗政府允许吗？,http://ask.globecancer.com/q-414.html
325,国家为什么停止在医院做免疫细胞治疗了,http://ask.globecancer.com/q-413.html
326,小细胞肺癌，病友推荐做免疫细胞治疗，靠谱吗,http://ask.globecancer.com/q-412.html
327,2020年肿瘤治疗疫苗研发进展盘点！,http://ask.globecancer.com/article-15611.html
328,请教医生，肺癌癌症疫苗都有哪些技术？,http://ask.globecancer.com/q-432.html
329,肺癌疫苗能治愈肺癌吗？,http://ask.globecancer.com/q-431.html
330,古巴肺癌疫苗国内上市了吗？,http://ask.globecancer.com/q-430.html
331,脑转移患者为什么不能使用古巴肺癌疫苗,http://ask.globecancer.com/q-429.html
332,小细胞肺癌不能用古巴肺癌疫苗吗？,http://ask.globecancer.com/q-428.html
333,古巴肺癌疫苗适合哪些患者？,http://ask.globecancer.com/q-427.html
334,古巴肺癌疫苗是真的吗,http://ask.globecancer.com/q-426.html
335,古巴肺癌疫苗有效吗？,http://ask.globecancer.com/q-425.html
336,肺癌疫苗有批准的技术吗,http://ask.globecancer.com/q-424.html
337,肺癌患者怎样自我康复治疗，提高免疫力？,http://ask.globecancer.com/q-436.html
338,肺癌患者除了手术，化疗，放疗，还有其他康复治疗技术吗,http://ask.globecancer.com/q-435.html
339,肺癌患者化疗已经结束了，后面有什么康复治疗手段？,http://ask.globecancer.com/q-434.html
340,肺癌患者手术后，怎样康复呢,http://ask.globecancer.com/q-433.html
341,肺癌患者去哪里寻找合适的临床试验？,http://ask.globecancer.com/q-465.html
342,请教医生，肺癌患者什么时候参加临床实验比较合适？,http://ask.globecancer.com/q-464.html
343,北京大学肿瘤医院有没有新药临床试验？,http://ask.globecancer.com/q-463.html
344,肺癌患者参加临床试验，是不是当小白鼠了？,http://ask.globecancer.com/q-462.html
345,肺癌患者怎样参加国内新药临床试验？,http://ask.globecancer.com/q-461.html
346,肺癌患者参加临床试验有用吗？,http://ask.globecancer.com/q-460.html
347,易瑞沙适合什么肺癌患者？,http://ask.globecancer.com/q-480.html
348,易瑞沙需要检测什么基因？,http://ask.globecancer.com/q-479.html
349,易瑞沙怎么服用？,http://ask.globecancer.com/q-478.html
350,易瑞沙耐药怎么办？,http://ask.globecancer.com/q-477.html
351,易瑞沙要吃多久呢？,http://ask.globecancer.com/q-476.html
352,易瑞沙有什么副作用？,http://ask.globecancer.com/q-475.html
353,易瑞沙效果如何？,http://ask.globecancer.com/q-474.html
354,克唑替尼适合什么肺癌患者？,http://ask.globecancer.com/q-487.html
355,克唑替尼需要检测什么基因？,http://ask.globecancer.com/q-486.html
356,克唑替尼怎么服用？,http://ask.globecancer.com/q-485.html
357,克唑替尼耐药怎么办？,http://ask.globecancer.com/q-484.html
358,克唑替尼要吃多久呢？,http://ask.globecancer.com/q-483.html
359,克唑替尼有什么副作用？,http://ask.globecancer.com/q-482.html
360,克唑替尼效果如何？,http://ask.globecancer.com/q-481.html
361,奥西替尼适合什么肺癌患者？,http://ask.globecancer.com/q-494.html
362,奥西替尼需要检测什么基因？,http://ask.globecancer.com/q-493.html
363,奥西替尼怎么服用？,http://ask.globecancer.com/q-492.html
364,奥西替尼耐药怎么办？,http://ask.globecancer.com/q-491.html
365,奥西替尼要吃多久呢？,http://ask.globecancer.com/q-490.html
366,奥西替尼有什么副作用？,http://ask.globecancer.com/q-489.html
367,奥西替尼效果如何？,http://ask.globecancer.com/q-488.html
368,Opdivo、适合什么肺癌患者？,http://ask.globecancer.com/q-501.html
369,opdivo需要检测什么基因？,http://ask.globecancer.com/q-500.html
370,opdivo怎么服用？,http://ask.globecancer.com/q-499.html
371,opdivo耐药怎么办？,http://ask.globecancer.com/q-498.html
372,opdivo要吃多久呢？,http://ask.globecancer.com/q-497.html
373,opdivo有什么副作用？,http://ask.globecancer.com/q-496.html
374,opdivo效果如何？,http://ask.globecancer.com/q-495.html
375,Keytruda适合什么肺癌患者？,http://ask.globecancer.com/q-508.html
376,Keytruda需要检测什么基因？,http://ask.globecancer.com/q-507.html
377,Keytruda怎么服用？,http://ask.globecancer.com/q-506.html
378,Keytruda耐药怎么办？,http://ask.globecancer.com/q-505.html
379,Keytruda要吃多久呢？,http://ask.globecancer.com/q-504.html
380,Keytruda有什么副作用？,http://ask.globecancer.com/q-503.html
381,Keytruda效果如何？,http://ask.globecancer.com/q-502.html
382,拉罗替尼需要检测什么基因？,http://ask.globecancer.com/q-514.html
383,拉罗替尼适合什么肺癌患者？,http://ask.globecancer.com/q-515.html
384,拉罗替尼怎么服用？,http://ask.globecancer.com/q-513.html
385,拉罗替尼耐药怎么办？,http://ask.globecancer.com/q-512.html
386,拉罗替尼要吃多久呢？,http://ask.globecancer.com/q-511.html
387,拉罗替尼有什么副作用？,http://ask.globecancer.com/q-510.html
388,拉罗替尼效果如何？,http://ask.globecancer.com/q-509.html
389,中药有没有副作用？,http://ask.globecancer.com/q-543.html
390,中医能治愈肺癌吗？,http://ask.globecancer.com/q-542.html
391,家人正在化疗，可以服用中药吗？,http://ask.globecancer.com/q-541.html
392,求推荐治疗肺癌的中医专家,http://ask.globecancer.com/q-540.html
393,中医治疗肺癌靠谱吗？,http://ask.globecancer.com/q-539.html
394,中医治疗肺癌北京哪个医院最好？,http://ask.globecancer.com/q-538.html
395,肺癌可以用中医治疗吗？,http://ask.globecancer.com/q-537.html
396,质子可以治疗肺癌脑转移瘤吗？,http://ask.globecancer.com/q-549.html
397,肺癌脑转移，有最新的治疗方法吗？除了手术、化疗和放疗,http://ask.globecancer.com/q-548.html
398,肺癌脑转移，有没有靶向药物可以进入血脑屏障，效果好呢？,http://ask.globecancer.com/q-547.html
399,核磁发现脑转移病灶，有头痛，医生推荐放疗，可以吗？,http://ask.globecancer.com/q-546.html
400,妈妈非小细胞肺鳞癌术后一年,http://ask.globecancer.com/q-545.html
401,家人小细胞肺癌，已经脑转移了，可以手术吗？,http://ask.globecancer.com/q-544.html
402,小细胞肺癌一年了，现在复发了该怎么办？,http://ask.globecancer.com/q-665.html
403,癌症为什么会复发？癌症复发以后怎么办？,http://ask.globecancer.com/article-15491.html
404,肺癌患者接收靶向治疗有效，以后还会复发吗,http://ask.globecancer.com/q-451.html
405,肺癌手术及放化疗后如今又复发转移该怎么办,http://ask.globecancer.com/q-450.html
406,晚期肺癌患者化疗后多久会复发？,http://ask.globecancer.com/q-449.html
407,早期肺癌患者术后复发的概率大吗？,http://ask.globecancer.com/q-448.html
408,肺癌患者术后怎样预防复发呢？,http://ask.globecancer.com/q-447.html
409,为什么国内肺癌五年生存率和美国日本差距这么大？,http://ask.globecancer.com/q-459.html
410,除了手术、化疗、放疗、靶向药物，还有其他技术提高肺癌五年生存率吗？,http://ask.globecancer.com/q-458.html
411,网上说，晚期肺癌五年生存率很低，真的没有奇迹吗？,http://ask.globecancer.com/q-457.html
412,晚期肺癌患者怎样提高五年生存率？,http://ask.globecancer.com/q-456.html
413,早期肺癌患者怎样提高五年生存率？,http://ask.globecancer.com/q-455.html
414,四期肺腺癌的五年生存率是多少？,http://ask.globecancer.com/q-454.html
415,1期肺腺癌的五年生存率是多少？,http://ask.globecancer.com/q-453.html
416,晚期小细胞肺癌的五年生存率是多少？,http://ask.globecancer.com/q-452.html
417,（免费）治愈系的“广谱抗癌药”恩曲替尼开始招募临床试验了,http://ask.globecancer.com/article-15555.html
418,恩曲替尼适合什么肺癌患者？,http://ask.globecancer.com/q-522.html
419,恩曲替尼需要检测什么基因？,http://ask.globecancer.com/q-521.html
420,恩曲替尼怎么服用？,http://ask.globecancer.com/q-520.html
421,恩曲替尼耐药怎么办？,http://ask.globecancer.com/q-519.html
422,恩曲替尼要吃多久呢？,http://ask.globecancer.com/q-518.html
423,恩曲替尼有什么副作用？,http://ask.globecancer.com/q-517.html
424,恩曲替尼效果如何？,http://ask.globecancer.com/q-516.html
425,小细胞肺癌免疫治疗——阿斯利康PD-L1肿瘤免疫疗法Imfinzi（德鲁单抗）,http://ask.globecancer.com/article-14942.html
426,德瓦鲁单抗适合什么肺癌患者？,http://ask.globecancer.com/q-536.html
427,德瓦鲁单抗需要检测什么基因？,http://ask.globecancer.com/q-535.html
428,德瓦鲁单抗怎么服用？,http://ask.globecancer.com/q-534.html
429,德瓦鲁单抗耐药怎么办？,http://ask.globecancer.com/q-533.html
430,德瓦鲁单抗要吃多久呢？,http://ask.globecancer.com/q-532.html
431,Imfinzi德瓦鲁单抗最常见的副作用有哪些?,http://ask.globecancer.com/q-531.html
432,德瓦鲁单抗效果如何？,http://ask.globecancer.com/q-530.html
433,贝伐单抗适合什么肺癌患者？,http://ask.globecancer.com/q-529.html
434,贝伐单抗需要检测什么基因？,http://ask.globecancer.com/q-528.html
435,贝伐单抗怎么服用？,http://ask.globecancer.com/q-527.html
436,贝伐单抗耐药怎么办？,http://ask.globecancer.com/q-526.html
437,贝伐单抗要吃多久呢？,http://ask.globecancer.com/q-525.html
438,贝伐单抗有什么副作用？,http://ask.globecancer.com/q-524.html
439,贝伐单抗效果如何？,http://ask.globecancer.com/q-523.html
440,肺癌如何避免治疗后的复发,http://ask.globecancer.com/q-1446.html
441,请教一下，我姥爷术后70天了，这几天刚刚第一次复查，进行放疗，医生说好像有个淋巴结有点肿大，这是转移,http://ask.globecancer.com/q-716.html
442,放疗联合免疫，点燃肺癌患者的希望之火（一）,http://ask.globecancer.com/article-15568.html
443,全球首个MET靶向药capmatinib获得优先审批资格！,http://ask.globecancer.com/article-15632.html
444,2020最新肺癌NCCN指南出炉！所有可用靶向药、基因突变靶点都列全了,http://ask.globecancer.com/article-15601.html
445,（收藏）少儿版新型冠状病毒肺炎指南,http://ask.globecancer.com/article-15498.html
446,无法手术的肺癌患者，有没有药物能让患者长期生存,http://ask.globecancer.com/q-339.html
447,不能手术的肺癌晚期患者，真的没救了吗？,http://ask.globecancer.com/q-338.html
448,诊断四期肺癌，怎么能长期带瘤生存？,http://ask.globecancer.com/q-337.html
449,不化疗还有别的办法吗？,http://ask.globecancer.com/q-336.html
450,非小细胞肺癌三期，免疫细胞回输有用吗？,http://ask.globecancer.com/q-335.html
451,晚期肺癌患者不能做手术了了，基因检测有用吗？,http://ask.globecancer.com/q-334.html
452,小细胞肺癌，医生说我爸爸没有手术机会了，还有办法吗？,http://ask.globecancer.com/q-333.html
